formation_date,universe,n_stocks,r2_cut_rq2,r2_cut_rq3,r2_cut_rq4,r2_cut_rq5,slope_cut_rq1_sq2,slope_cut_rq1_sq3,slope_cut_rq1_sq4,slope_cut_rq1_sq5,slope_cut_rq2_sq2,slope_cut_rq2_sq3,slope_cut_rq2_sq4,slope_cut_rq2_sq5,slope_cut_rq3_sq2,slope_cut_rq3_sq3,slope_cut_rq3_sq4,slope_cut_rq3_sq5,slope_cut_rq4_sq2,slope_cut_rq4_sq3,slope_cut_rq4_sq4,slope_cut_rq4_sq5,slope_cut_rq5_sq2,slope_cut_rq5_sq3,slope_cut_rq5_sq4,slope_cut_rq5_sq5
1977-09-07,full,3058,0.22449030,0.52451625,0.70613697,0.82378290,-0.00021164,-0.00001538,0.00016393,0.00031704,-0.00044228,0.00047802,0.00068206,0.00095653,0.00065214,0.00097092,0.00124978,0.00169466,0.00089357,0.00127125,0.00162430,0.00219123,0.00132224,0.00184096,0.00247972,0.00320655
1977-10-06,full,3080,0.19746446,0.47595593,0.67495672,0.80691406,-0.00017872,-0.00001791,0.00014105,0.00027866,-0.00037905,0.00044656,0.00064372,0.00091112,0.00057544,0.00086173,0.00115754,0.00152012,0.00077981,0.00121151,0.00157741,0.00211244,0.00132532,0.00182041,0.00242603,0.00314407
1977-11-04,full,3108,0.14426394,0.38667952,0.60965836,0.77677378,-0.00015702,-0.00002722,0.00011364,0.00024959,-0.00036630,0.00031553,0.00050991,0.00073476,0.00038174,0.00066005,0.00093619,0.00133541,0.00063785,0.00107928,0.00141785,0.00192498,0.00100879,0.00161993,0.00218504,0.00287539
1977-12-06,full,3134,0.12526538,0.36193900,0.58544779,0.75662682,-0.00015378,-0.00004058,0.00007030,0.00020790,-0.00038661,0.00026416,0.00041297,0.00064300,-0.00043560,0.00056328,0.00086249,0.00118271,0.00043385,0.00092789,0.00133056,0.00180260,0.00082348,0.00148990,0.00200788,0.00277297
1978-01-06,full,3126,0.11931845,0.37115905,0.58962463,0.76159740,-0.00014040,-0.00002558,0.00006966,0.00017614,-0.00034342,0.00024526,0.00039094,0.00060038,-0.00054039,0.00049184,0.00075895,0.00113671,0.00046004,0.00096743,0.00131683,0.00179833,0.00080242,0.00148414,0.00197930,0.00280051
1978-02-06,full,3104,0.11280106,0.37140079,0.57736307,0.75888225,-0.00013734,-0.00003239,0.00007730,0.00018157,-0.00035410,0.00023061,0.00036251,0.00057287,-0.00057882,0.00046606,0.00072944,0.00112117,0.00030596,0.00082681,0.00125414,0.00172844,0.00089346,0.00152952,0.00204219,0.00269236
1978-03-08,full,3156,0.11714962,0.36560712,0.59145026,0.76804617,-0.00012709,-0.00001663,0.00008533,0.00017437,-0.00038248,0.00021405,0.00037537,0.00058041,-0.00064877,0.00044539,0.00071349,0.00110155,-0.00051544,0.00085623,0.00127210,0.00175865,0.00093578,0.00157293,0.00210791,0.00275051
1978-04-07,full,3177,0.12706625,0.36291875,0.59780874,0.77510822,-0.00012789,-0.00002627,0.00007270,0.00019866,-0.00041616,0.00021239,0.00039534,0.00060546,-0.00061216,0.00046342,0.00078021,0.00113161,-0.00043596,0.00091540,0.00129904,0.00180294,0.00103771,0.00164851,0.00220380,0.00283425
1978-05-08,full,3195,0.12797658,0.35743301,0.59248724,0.77606788,-0.00014865,-0.00004046,0.00005763,0.00018640,-0.00039383,0.00021700,0.00045168,0.00065609,-0.00058237,0.00057398,0.00084609,0.00117236,0.00058281,0.00110135,0.00143655,0.00192531,0.00135030,0.00185741,0.00236963,0.00308612
1978-06-07,full,3194,0.12110849,0.38240021,0.60660178,0.77900231,-0.00015867,-0.00001799,0.00007647,0.00021974,-0.00042588,0.00029113,0.00048117,0.00075241,0.00027881,0.00079253,0.00108189,0.00148046,0.00088586,0.00127159,0.00166606,0.00215324,0.00154232,0.00205191,0.00258876,0.00336263
1978-07-07,full,3194,0.15683705,0.44609230,0.66525888,0.80292390,-0.00016098,-0.00001649,0.00009927,0.00024896,-0.00016230,0.00042448,0.00061844,0.00089894,0.00067810,0.00099234,0.00133042,0.00177493,0.00111034,0.00147748,0.00190927,0.00238791,0.00169042,0.00219432,0.00275525,0.00352517
1978-08-07,full,3185,0.23132172,0.53809460,0.72525610,0.83336040,-0.00012593,0.00003071,0.00015250,0.00031511,0.00029029,0.00057251,0.00078377,0.00109977,0.00085761,0.00116635,0.00143783,0.00192192,0.00136236,0.00172880,0.00209990,0.00273644,0.00186962,0.00244685,0.00297319,0.00379374
1978-09-06,full,3188,0.33141457,0.61970484,0.77377834,0.86397732,-0.00008014,0.00010976,0.00026247,0.00046675,0.00046817,0.00076222,0.00103420,0.00136673,0.00101966,0.00139850,0.00171601,0.00220966,0.00156863,0.00191526,0.00233614,0.00299996,0.00202551,0.00270818,0.00335093,0.00421880
1978-10-05,full,3210,0.41468655,0.68468987,0.80626905,0.88101984,-0.00004755,0.00017044,0.00034700,0.00060555,0.00067277,0.00094124,0.00120751,0.00157274,0.00117881,0.00152089,0.00189182,0.00245021,0.00162755,0.00209907,0.00258619,0.00325075,0.00219984,0.00295838,0.00357737,0.00450733
1978-11-03,full,3207,0.35440800,0.61636927,0.74610865,0.83969487,-0.00006717,0.00015265,0.00032926,0.00059196,0.00058665,0.00086146,0.00111111,0.00146463,0.00105096,0.00138888,0.00173238,0.00227241,0.00155192,0.00204439,0.00250300,0.00321943,0.00195348,0.00274325,0.00344967,0.00435844
1978-12-05,full,3202,0.20930182,0.44886357,0.61869814,0.75062346,-0.00011473,0.00007142,0.00022182,0.00041528,0.00042112,0.00069565,0.00090935,0.00124501,0.00083728,0.00114823,0.00145777,0.00190997,0.00121409,0.00167183,0.00216188,0.00277063,0.00163463,0.00244794,0.00307664,0.00399546
1979-01-05,full,3218,0.12553861,0.34498462,0.52711725,0.71046179,-0.00013371,0.00002524,0.00015153,0.00034137,0.00023034,0.00053691,0.00072383,0.00102315,0.00064368,0.00097076,0.00127788,0.00167527,0.00100674,0.00146113,0.00196833,0.00253833,0.00148497,0.00213348,0.00279771,0.00364743
1979-02-05,full,3260,0.08121559,0.25933354,0.46263066,0.66803423,-0.00014361,0.00000052,0.00011027,0.00025468,-0.00024474,0.00037085,0.00057340,0.00076392,0.00039059,0.00076658,0.00104110,0.00143515,0.00082818,0.00130588,0.00171277,0.00220481,0.00127573,0.00183548,0.00251098,0.00339668
1979-03-07,full,3272,0.05325972,0.20130469,0.39553598,0.61291278,-0.00011023,-0.00001063,0.00007557,0.00018437,-0.00034452,0.00019814,0.00039851,0.00060378,-0.00038599,0.00055582,0.00085782,0.00117452,0.00038810,0.00098907,0.00134150,0.00184594,0.00107914,0.00168665,0.00221196,0.00302447
1979-04-05,full,3287,0.04899464,0.17935818,0.36500311,0.58972985,-0.00013036,-0.00001551,0.00007347,0.00016818,-0.00037360,-0.00014586,0.00029763,0.00047648,-0.00051802,0.00040110,0.00069120,0.00094681,-0.00064059,0.00081056,0.00118400,0.00163880,0.00082928,0.00145005,0.00205298,0.00275247
1979-05-07,full,3274,0.04359013,0.17421318,0.36393629,0.59130447,-0.00011928,-0.00003105,0.00004532,0.00015446,-0.00035489,-0.00010243,0.00030552,0.00048388,-0.00054822,0.00030491,0.00060449,0.00089292,-0.00066373,0.00070381,0.00111915,0.00156683,0.00071616,0.00140304,0.00196282,0.00275914
1979-06-06,full,3276,0.04340195,0.17288045,0.36194554,0.58883068,-0.00010470,-0.00001932,0.00005061,0.00015258,-0.00034972,-0.00009012,0.00031089,0.00046845,-0.00060205,0.00025919,0.00059975,0.00091039,-0.00059248,0.00072467,0.00107424,0.00155127,0.00069373,0.00144029,0.00201849,0.00286100
1979-07-06,full,3268,0.04663952,0.18550565,0.38327424,0.61002303,-0.00013639,-0.00003414,0.00005340,0.00015147,-0.00037362,0.00010579,0.00033644,0.00051926,-0.00050112,0.00039510,0.00066082,0.00098691,-0.00053202,0.00078422,0.00118337,0.00169162,0.00084703,0.00160672,0.00215258,0.00292569
1979-08-06,full,3263,0.05654712,0.22045118,0.40875507,0.62770430,-0.00012448,-0.00001471,0.00005961,0.00017066,-0.00032532,0.00017762,0.00037589,0.00056986,-0.00048605,0.00049473,0.00076734,0.00106148,0.00029365,0.00091388,0.00135456,0.00182595,0.00094066,0.00164357,0.00222404,0.00310535
1979-09-05,full,3268,0.09722384,0.30817484,0.52598122,0.70644606,-0.00015233,-0.00001239,0.00010656,0.00022878,-0.00024998,0.00038227,0.00055063,0.00076656,0.00046380,0.00079637,0.00105630,0.00137564,0.00086621,0.00123826,0.00167339,0.00213050,0.00140173,0.00204628,0.00255600,0.00353772
1979-10-04,full,3251,0.22107053,0.50604620,0.68737679,0.80981902,-0.00012571,0.00007773,0.00021435,0.00042255,0.00036356,0.00061037,0.00081334,0.00110433,0.00075451,0.00103930,0.00132136,0.00176863,0.00114224,0.00157560,0.00197993,0.00246927,0.00174473,0.00235448,0.00296754,0.00393859
1979-11-02,full,3211,0.23291470,0.52687056,0.70532957,0.83532012,-0.00012257,0.00007650,0.00022580,0.00039059,0.00037144,0.00058469,0.00079618,0.00108179,0.00079448,0.00101895,0.00134575,0.00171935,0.00120161,0.00157876,0.00203001,0.00257604,0.00184002,0.00241417,0.00300082,0.00396131
1979-12-04,full,3227,0.14218152,0.41172520,0.63094597,0.80538655,-0.00016802,-0.00001504,0.00011479,0.00025956,0.00017530,0.00041375,0.00056556,0.00081212,0.00063261,0.00085309,0.00109954,0.00153283,0.00101000,0.00139895,0.00177959,0.00231685,0.00180902,0.00238264,0.00296226,0.00393890
1980-01-04,full,3218,0.12111873,0.38611736,0.60881798,0.79568436,-0.00016280,-0.00002711,0.00011833,0.00023131,-0.00036984,0.00034526,0.00049641,0.00076726,0.00037723,0.00075675,0.00099856,0.00142330,0.00095808,0.00137936,0.00174551,0.00229746,0.00173177,0.00236745,0.00296013,0.00394571
1980-02-04,full,3228,0.12673963,0.37558662,0.62110746,0.80148606,-0.00015299,-0.00001187,0.00010316,0.00023587,-0.00039839,0.00030478,0.00052512,0.00076382,0.00045377,0.00078680,0.00106466,0.00149173,0.00100525,0.00142994,0.00185800,0.00249343,0.00180444,0.00245321,0.00310537,0.00396364
1980-03-05,full,3232,0.11134834,0.38352606,0.61610593,0.79932292,-0.00015546,-0.00002697,0.00009982,0.00022737,-0.00040223,0.00026505,0.00048557,0.00074911,-0.00049783,0.00078338,0.00109616,0.00154798,0.00100551,0.00148469,0.00196060,0.00261604,0.00200400,0.00259712,0.00333952,0.00424554
1980-04-03,full,3159,0.09143405,0.31030239,0.54189459,0.74980981,-0.00017590,-0.00006605,0.00006891,0.00020231,-0.00048034,-0.00027429,0.00040360,0.00067874,-0.00064772,0.00062565,0.00095797,0.00126239,-0.00057566,0.00131579,0.00177183,0.00243234,0.00190507,0.00253772,0.00329525,0.00411972
1980-05-05,full,3159,0.07667248,0.27977196,0.48424102,0.70318362,-0.00017449,-0.00005994,0.00008061,0.00021777,-0.00045328,-0.00029069,0.00036195,0.00064247,-0.00078284,-0.00047088,0.00080802,0.00117138,-0.00093654,0.00110847,0.00162621,0.00220685,0.00141312,0.00236279,0.00305466,0.00385284
1980-06-04,full,3181,0.06664819,0.24164797,0.46372686,0.67085256,-0.00017614,-0.00006156,0.00004244,0.00015650,-0.00046045,-0.00030634,0.00033994,0.00056309,-0.00078318,-0.00046590,0.00076039,0.00113470,-0.00113469,0.00075680,0.00141218,0.00201549,0.00059523,0.00212502,0.00277785,0.00376443
1980-07-03,full,3189,0.05327928,0.22186018,0.42207401,0.65994954,-0.00015717,-0.00005480,0.00005320,0.00016291,-0.00045287,-0.00027619,0.00033348,0.00053622,-0.00081355,-0.00048832,0.00069807,0.00103498,-0.00098537,0.00094373,0.00140181,0.00195141,0.00100856,0.00214596,0.00282129,0.00369977
1980-08-04,full,3206,0.05224579,0.20093231,0.40370823,0.64660856,-0.00016717,-0.00004677,0.00005129,0.00016938,-0.00045422,-0.00020007,0.00038237,0.00051649,-0.00071075,0.00049935,0.00077775,0.00103820,-0.00082210,0.00103203,0.00143810,0.00192893,0.00156957,0.00225247,0.00289724,0.00375553
1980-09-03,full,3206,0.06706585,0.23009168,0.45251316,0.66385618,-0.00015816,-0.00001537,0.00012343,0.00021800,-0.00045349,0.00033192,0.00047009,0.00064404,0.00043368,0.00070893,0.00096629,0.00126291,0.00098989,0.00133799,0.00168271,0.00219999,0.00179558,0.00244318,0.00306328,0.00387529
1980-10-02,full,3216,0.12793249,0.33987523,0.54404441,0.72204113,-0.00016708,0.00006584,0.00021063,0.00038034,0.00038472,0.00056923,0.00073536,0.00097532,0.00079137,0.00102270,0.00133234,0.00174287,0.00126638,0.00166287,0.00207682,0.00265094,0.00201433,0.00266308,0.00327544,0.00415667
1980-10-31,full,3243,0.16804591,0.40538095,0.59677351,0.74342853,-0.00009863,0.00013156,0.00029351,0.00046873,0.00051700,0.00067867,0.00087135,0.00118187,0.00086388,0.00119481,0.00150910,0.00197939,0.00137722,0.00178088,0.00226148,0.00293028,0.00210290,0.00276429,0.00345406,0.00447186
1980-12-03,full,3248,0.17030646,0.42196398,0.61666730,0.75764255,-0.00005908,0.00016193,0.00030787,0.00045879,0.00051394,0.00068245,0.00088850,0.00122389,0.00094282,0.00125867,0.00164752,0.00211381,0.00150241,0.00191929,0.00241262,0.00310903,0.00223515,0.00295579,0.00370599,0.00464321
1981-01-05,full,3253,0.18039076,0.43600096,0.64290224,0.77326017,-0.00009922,0.00011809,0.00027420,0.00043782,0.00053786,0.00071414,0.00091570,0.00119368,0.00103295,0.00134960,0.00167696,0.00216517,0.00167645,0.00209262,0.00256883,0.00324757,0.00240589,0.00312558,0.00389557,0.00483765
1981-02-03,full,3245,0.24423768,0.52245212,0.69255045,0.81299788,-0.00005786,0.00018155,0.00036054,0.00055138,0.00065423,0.00084558,0.00107611,0.00141364,0.00110144,0.00147576,0.00182695,0.00237195,0.00177383,0.00223439,0.00279877,0.00351401,0.00244042,0.00322553,0.00402059,0.00504499
1981-03-05,full,3245,0.28443404,0.58131181,0.74923851,0.85350494,-0.00001047,0.00020852,0.00037184,0.00060854,0.00072048,0.00095480,0.00123293,0.00160580,0.00123736,0.00166677,0.00206547,0.00266438,0.00177883,0.00234110,0.00296676,0.00385519,0.00225544,0.00307659,0.00384409,0.00500706
1981-04-03,full,3264,0.23680405,0.54045862,0.72293326,0.84584850,-0.00010792,0.00011303,0.00029808,0.00049890,0.00059726,0.00084722,0.00110371,0.00151985,0.00117050,0.00156671,0.00192021,0.00257537,0.00164834,0.00217039,0.00275803,0.00362301,0.00211430,0.00281931,0.00359601,0.00474007
1981-05-05,full,3303,0.20619112,0.47561159,0.67923409,0.82984808,-0.00016265,0.00003245,0.00022473,0.00047524,0.00046082,0.00070454,0.00094938,0.00141009,0.00098679,0.00133453,0.00174706,0.00243610,0.00143725,0.00189922,0.00239568,0.00317261,0.00204603,0.00262318,0.00333870,0.00441851
1981-06-04,full,3358,0.15824141,0.41366090,0.64384522,0.81468475,-0.00014343,0.00000378,0.00017425,0.00038201,0.00033991,0.00061028,0.00081253,0.00118529,0.00083853,0.00120093,0.00154418,0.00209417,0.00125733,0.00162042,0.00211800,0.00288529,0.00186361,0.00246269,0.00318130,0.00428321
1981-07-06,full,3366,0.12261237,0.37405008,0.62364132,0.80608427,-0.00019419,-0.00000065,0.00015596,0.00030924,-0.00016678,0.00052432,0.00074883,0.00107018,0.00069000,0.00099556,0.00126229,0.00174814,0.00122686,0.00160709,0.00200760,0.00272284,0.00170853,0.00228999,0.00291960,0.00393969
1981-08-04,full,3401,0.12212836,0.37267803,0.60656109,0.78258687,-0.00020957,0.00000185,0.00015396,0.00031111,-0.00049363,0.00040808,0.00059500,0.00089832,0.00036292,0.00086927,0.00116177,0.00158260,0.00106330,0.00145071,0.00175804,0.00242231,0.00159285,0.00215670,0.00272069,0.00372728
1981-09-02,full,3373,0.12396183,0.38444055,0.60081284,0.76231765,-0.00021766,-0.00003800,0.00012235,0.00026773,-0.00059692,0.00037387,0.00059318,0.00085866,-0.00060596,0.00079164,0.00111256,0.00154316,0.00072817,0.00125308,0.00161044,0.00224400,0.00139033,0.00193390,0.00250515,0.00342599
1981-10-02,full,3325,0.11978616,0.34728851,0.54655177,0.72441553,-0.00025063,-0.00009443,0.00008579,0.00027980,-0.00059535,0.00035055,0.00058547,0.00084148,-0.00089649,0.00068090,0.00101348,0.00134400,-0.00111240,0.00104135,0.00152236,0.00221030,-0.00089040,0.00149474,0.00212176,0.00295352
1981-11-02,full,3352,0.10551703,0.32897404,0.54353329,0.72016812,-0.00019494,-0.00001613,0.00012453,0.00028346,-0.00062693,0.00018517,0.00055027,0.00081822,-0.00104504,0.00044755,0.00095533,0.00134646,-0.00133611,0.00078203,0.00138469,0.00201986,-0.00191474,0.00109664,0.00186729,0.00268908
1981-12-02,full,3327,0.09682181,0.31209641,0.53604965,0.71968888,-0.00022386,-0.00005734,0.00007592,0.00023861,-0.00062089,0.00024834,0.00053990,0.00078715,-0.00106163,-0.00022932,0.00084884,0.00129917,-0.00144519,0.00065415,0.00123647,0.00182590,-0.00191630,0.00109909,0.00179784,0.00268030
1982-01-04,full,3309,0.08397923,0.28599290,0.50851182,0.70265938,-0.00019222,-0.00003374,0.00010265,0.00024579,-0.00060141,-0.00033828,0.00042688,0.00067114,-0.00100867,-0.00041903,0.00078124,0.00121215,-0.00150254,-0.00078273,0.00099612,0.00164323,-0.00203774,0.00088712,0.00152492,0.00237667
1982-02-02,full,3320,0.07736709,0.26615992,0.49796686,0.69968728,-0.00020843,-0.00005907,0.00005985,0.00018445,-0.00057919,-0.00035068,0.00036536,0.00061456,-0.00104905,-0.00060363,0.00066606,0.00105896,-0.00159068,-0.00101201,0.00080888,0.00145050,-0.00235211,-0.00134494,0.00116223,0.00197660
1982-03-04,full,3267,0.07925819,0.28138931,0.51260059,0.72685977,-0.00020810,-0.00007109,0.00005110,0.00019137,-0.00060257,-0.00035739,0.00031048,0.00055420,-0.00106166,-0.00071151,0.00055919,0.00095465,-0.00176712,-0.00124031,0.00026683,0.00113346,-0.00262768,-0.00178824,0.00062441,0.00164122
1982-04-02,full,3286,0.09667447,0.31369424,0.55502750,0.74992565,-0.00020389,-0.00007879,0.00004634,0.00020594,-0.00063423,-0.00041755,0.00031510,0.00056882,-0.00124787,-0.00089390,-0.00047359,0.00084455,-0.00202422,-0.00139683,-0.00090608,0.00104354,-0.00283518,-0.00213596,-0.00138709,0.00124785
1982-05-04,full,3293,0.09858809,0.31638257,0.54326068,0.74082891,-0.00022110,-0.00009049,0.00006035,0.00020209,-0.00070678,-0.00047085,0.00009249,0.00055452,-0.00119448,-0.00080992,0.00038019,0.00087150,-0.00193322,-0.00139693,-0.00079430,0.00116390,-0.00283783,-0.00208650,-0.00116055,0.00134600
1982-06-03,full,3274,0.09553237,0.30534327,0.52239741,0.72559332,-0.00023615,-0.00011591,0.00002771,0.00018611,-0.00066075,-0.00041954,0.00027375,0.00055619,-0.00120376,-0.00074954,0.00042096,0.00092444,-0.00180211,-0.00122401,0.00050652,0.00122848,-0.00260425,-0.00181375,0.00073730,0.00152405
1982-07-02,full,3210,0.09609729,0.30462411,0.55295374,0.74260855,-0.00020505,-0.00006307,0.00007020,0.00020091,-0.00062151,-0.00037071,0.00032331,0.00058834,-0.00111618,-0.00072922,0.00053993,0.00095149,-0.00170990,-0.00116449,0.00080682,0.00149387,-0.00260493,-0.00163495,0.00103292,0.00162225
1982-08-03,full,3196,0.10376035,0.31958954,0.55615133,0.75594376,-0.00020559,-0.00006462,0.00005357,0.00020887,-0.00061738,-0.00035346,0.00038795,0.00060866,-0.00112619,-0.00070141,0.00059745,0.00107930,-0.00168368,-0.00109748,0.00089277,0.00146663,-0.00252097,-0.00146977,0.00118721,0.00191513
1982-09-01,full,3209,0.10775639,0.32767316,0.56197757,0.75970267,-0.00023140,-0.00009303,0.00006662,0.00017840,-0.00062131,-0.00037779,0.00039106,0.00066183,-0.00112987,-0.00068937,0.00058479,0.00101120,-0.00171496,-0.00108308,0.00089755,0.00157819,-0.00232141,0.00079897,0.00132722,0.00210900
1982-10-01,full,3156,0.08847719,0.28861477,0.54162057,0.75532874,-0.00019373,-0.00005470,0.00007389,0.00020910,-0.00062879,-0.00038183,0.00034870,0.00055962,-0.00109575,-0.00068838,0.00068575,0.00104117,-0.00151542,-0.00081467,0.00104589,0.00158944,-0.00221915,0.00103080,0.00150031,0.00229552
1982-11-01,full,3227,0.07895051,0.26725838,0.51438514,0.73873786,-0.00020799,-0.00004356,0.00008862,0.00022486,-0.00058662,-0.00025736,0.00044746,0.00066438,-0.00103733,0.00046094,0.00086337,0.00120275,-0.00166896,0.00074428,0.00129515,0.00173521,0.00036690,0.00130834,0.00199561,0.00273017
1982-12-01,full,3219,0.09872839,0.31612608,0.54225199,0.75785565,-0.00024291,-0.00002331,0.00015003,0.00030754,-0.00062900,0.00044062,0.00069840,0.00096093,-0.00079544,0.00091896,0.00122022,0.00165594,0.00051923,0.00135919,0.00174832,0.00224435,0.00132607,0.00182536,0.00255854,0.00334509
1982-12-31,full,3216,0.16176790,0.42637614,0.63527556,0.80373840,-0.00025539,0.00000378,0.00023320,0.00046541,-0.00055665,0.00070523,0.00099983,0.00133023,0.00086455,0.00129914,0.00167624,0.00225351,0.00135651,0.00182100,0.00229143,0.00287325,0.00156755,0.00228309,0.00309171,0.00389639
1983-01-31,full,3216,0.23580764,0.53663794,0.71759134,0.84738614,-0.00028289,0.00002890,0.00035993,0.00065931,0.00060614,0.00095735,0.00123610,0.00166630,0.00127313,0.00167590,0.00208123,0.00274606,0.00168004,0.00218356,0.00269281,0.00344194,0.00188378,0.00261638,0.00342802,0.00438974
1983-03-02,full,3210,0.36459071,0.63678304,0.78284450,0.87476066,-0.00020118,0.00020783,0.00055497,0.00088644,0.00101569,0.00132517,0.00166375,0.00211527,0.00148074,0.00194373,0.00238195,0.00306452,0.00192669,0.00241018,0.00309323,0.00390047,0.00209979,0.00302579,0.00380316,0.00489819
1983-03-31,full,3218,0.45175977,0.70569316,0.81561205,0.88791411,-0.00002206,0.00040530,0.00076206,0.00120380,0.00122753,0.00157073,0.00192662,0.00250808,0.00172192,0.00215519,0.00259026,0.00331300,0.00206727,0.00267111,0.00330517,0.00428076,0.00229017,0.00321373,0.00392598,0.00507607
1983-05-02,full,3230,0.56687561,0.77017640,0.85727900,0.90742105,0.00010466,0.00057187,0.00097544,0.00140687,0.00148842,0.00185103,0.00218465,0.00272792,0.00193072,0.00242225,0.00296883,0.00378631,0.00224171,0.00285684,0.00351484,0.00434756,0.00260538,0.00347466,0.00425753,0.00548253
1983-06-01,full,3245,0.67132309,0.82608558,0.88969092,0.92862369,0.00040291,0.00093595,0.00133597,0.00187058,0.00168351,0.00204566,0.00255618,0.00318678,0.00210622,0.00263788,0.00318191,0.00410891,0.00246162,0.00299858,0.00366140,0.00481374,0.00295527,0.00372039,0.00448603,0.00581020
1983-06-30,full,3285,0.69458318,0.83179542,0.89346894,0.93051361,0.00055389,0.00110980,0.00147419,0.00209720,0.00166964,0.00212147,0.00261325,0.00335905,0.00211643,0.00270916,0.00324362,0.00407609,0.00248534,0.00304111,0.00363810,0.00501589,0.00308258,0.00392758,0.00467191,0.00589262
1983-08-01,full,3331,0.67488672,0.81285583,0.87677896,0.92147872,0.00059356,0.00104078,0.00149670,0.00207969,0.00153617,0.00203827,0.00251687,0.00340304,0.00199832,0.00250138,0.00304509,0.00388492,0.00238382,0.00284730,0.00344681,0.00439215,0.00324182,0.00397796,0.00483059,0.00589796
1983-08-30,full,3442,0.57547667,0.75720922,0.83737866,0.89825445,0.00031075,0.00073609,0.00113653,0.00157070,0.00127870,0.00172894,0.00216830,0.00280911,0.00171916,0.00223312,0.00285454,0.00377945,0.00203785,0.00258745,0.00316610,0.00402437,0.00256697,0.00337669,0.00425472,0.00538497
1983-09-29,full,3493,0.47547352,0.68676765,0.79868595,0.87744034,0.00010211,0.00048765,0.00077401,0.00123155,0.00103270,0.00141595,0.00180767,0.00247753,0.00149735,0.00192043,0.00246690,0.00314048,0.00182843,0.00234262,0.00290898,0.00392174,0.00217364,0.00286157,0.00370555,0.00489581
1983-10-28,full,3522,0.34507650,0.60977298,0.75333371,0.85428193,-0.00011237,0.00022853,0.00052045,0.00083480,0.00080147,0.00112686,0.00147650,0.00204782,0.00124229,0.00163263,0.00208306,0.00269834,0.00152935,0.00209545,0.00266983,0.00357487,0.00192906,0.00244244,0.00321701,0.00427243
1983-11-29,full,3571,0.21671461,0.49782874,0.68905562,0.82503693,-0.00021526,0.00009509,0.00033147,0.00055345,0.00055048,0.00089091,0.00120678,0.00159682,0.00095034,0.00137878,0.00180769,0.00239282,0.00127641,0.00175438,0.00234587,0.00324984,0.00173110,0.00219204,0.00274015,0.00377314
1983-12-29,full,3614,0.14001868,0.40239782,0.62337283,0.78835124,-0.00020575,0.00000403,0.00020889,0.00041947,-0.00042541,0.00061207,0.00087382,0.00123231,0.00065259,0.00108809,0.00148525,0.00203646,0.00103597,0.00150832,0.00196717,0.00292552,0.00147405,0.00192860,0.00244538,0.00330568
1984-01-30,full,3659,0.10586517,0.33521446,0.55692864,0.76228187,-0.00019127,0.00001195,0.00014308,0.00032105,-0.00054226,0.00041756,0.00063933,0.00092518,-0.00055812,0.00082107,0.00115118,0.00159017,0.00077118,0.00123584,0.00160531,0.00228066,0.00124523,0.00167044,0.00220316,0.00284217
1984-02-29,full,3635,0.07070020,0.25256568,0.47609925,0.70176561,-0.00019747,-0.00005232,0.00007883,0.00021530,-0.00052893,0.00013847,0.00043078,0.00066030,-0.00085184,0.00051963,0.00086330,0.00125237,-0.00124821,0.00083561,0.00120823,0.00180008,0.00085095,0.00137091,0.00180419,0.00242878
1984-03-29,full,3670,0.06585901,0.24547595,0.45476876,0.67702334,-0.00018923,-0.00005731,0.00005451,0.00018922,-0.00057909,-0.00029863,0.00035314,0.00058822,-0.00096221,-0.00054902,0.00061378,0.00096567,-0.00151346,-0.00068387,0.00088372,0.00148598,-0.00194289,0.00097661,0.00143304,0.00202725
1984-04-30,full,3664,0.08753823,0.28279532,0.51094756,0.71285200,-0.00019300,-0.00005091,0.00005210,0.00017938,-0.00056270,-0.00035919,0.00031383,0.00056198,-0.00108035,-0.00074171,0.00030847,0.00080517,-0.00165124,-0.00109872,0.00067635,0.00122449,-0.00271919,-0.00167797,0.00100318,0.00167567
1984-05-30,full,3650,0.09637599,0.32924588,0.53482083,0.72396132,-0.00020827,-0.00007466,0.00005240,0.00018105,-0.00062045,-0.00040651,0.00025505,0.00052161,-0.00112063,-0.00076759,-0.00038221,0.00078295,-0.00161230,-0.00121751,0.00052571,0.00113550,-0.00292699,-0.00203507,-0.00090778,0.00148290
1984-06-28,full,3643,0.10950008,0.32397973,0.53899885,0.72185505,-0.00020825,-0.00007505,0.00005973,0.00019492,-0.00060865,-0.00041980,0.00022340,0.00049743,-0.00111285,-0.00077036,-0.00047868,0.00066420,-0.00163322,-0.00120161,-0.00066510,0.00108145,-0.00280049,-0.00207708,-0.00125207,0.00144284
1984-07-30,full,3601,0.10231573,0.30181215,0.52832115,0.71846909,-0.00020196,-0.00008134,0.00004700,0.00017933,-0.00058535,-0.00039375,0.00023617,0.00046661,-0.00105795,-0.00072934,-0.00034748,0.00069751,-0.00162361,-0.00121792,-0.00076086,0.00096849,-0.00272983,-0.00192676,-0.00110164,0.00149974
1984-08-28,full,3667,0.08308038,0.27661855,0.49121607,0.69817665,-0.00018665,-0.00007625,0.00004028,0.00016424,-0.00057320,-0.00036469,0.00023312,0.00045834,-0.00100425,-0.00069937,0.00024841,0.00071338,-0.00164240,-0.00117539,-0.00072773,0.00090040,-0.00268063,-0.00183713,-0.00086607,0.00157561
