formation_date,universe,n_stocks,r2_cut_rq2,r2_cut_rq3,r2_cut_rq4,r2_cut_rq5,slope_cut_rq1_sq2,slope_cut_rq1_sq3,slope_cut_rq1_sq4,slope_cut_rq1_sq5,slope_cut_rq2_sq2,slope_cut_rq2_sq3,slope_cut_rq2_sq4,slope_cut_rq2_sq5,slope_cut_rq3_sq2,slope_cut_rq3_sq3,slope_cut_rq3_sq4,slope_cut_rq3_sq5,slope_cut_rq4_sq2,slope_cut_rq4_sq3,slope_cut_rq4_sq4,slope_cut_rq4_sq5,slope_cut_rq5_sq2,slope_cut_rq5_sq3,slope_cut_rq5_sq4,slope_cut_rq5_sq5
1963-07-02,full,1610,0.28874778,0.61040181,0.75740426,0.85472031,-0.00022495,0.00004915,0.00027143,0.00045245,0.00052040,0.00072067,0.00091234,0.00114624,0.00086409,0.00106099,0.00132646,0.00165280,0.00106289,0.00130436,0.00159051,0.00204639,0.00141131,0.00171162,0.00204751,0.00252798
1963-08-01,full,1608,0.30697313,0.60143667,0.75280033,0.85035957,-0.00021427,0.00007318,0.00024623,0.00044007,0.00045998,0.00069434,0.00088246,0.00112580,0.00080311,0.00104980,0.00125114,0.00163987,0.00103254,0.00135116,0.00159002,0.00201127,0.00141728,0.00175198,0.00211519,0.00265733
1963-08-30,full,1608,0.31429207,0.60822401,0.75219003,0.85127764,-0.00018717,0.00007565,0.00023386,0.00042709,0.00047351,0.00067943,0.00086423,0.00111029,0.00080374,0.00103498,0.00123249,0.00156260,0.00112196,0.00138590,0.00166934,0.00218695,0.00143156,0.00173124,0.00214206,0.00268058
1963-10-01,full,1604,0.28621947,0.59468263,0.74700465,0.85373818,-0.00019225,0.00006262,0.00024039,0.00042119,0.00047524,0.00065547,0.00082653,0.00104749,0.00075208,0.00100098,0.00122279,0.00159071,0.00108345,0.00137371,0.00161428,0.00205217,0.00146221,0.00179516,0.00219381,0.00290364
1963-10-30,full,1604,0.21758199,0.53724618,0.71475827,0.83806916,-0.00018056,0.00004060,0.00016118,0.00030985,0.00024974,0.00047465,0.00061759,0.00080867,0.00057619,0.00078340,0.00101754,0.00138155,0.00091280,0.00111696,0.00134403,0.00176559,0.00131498,0.00166207,0.00208562,0.00292708
1963-12-03,full,1596,0.16643753,0.45425869,0.66515522,0.80715932,-0.00015837,-0.00001277,0.00008796,0.00022041,-0.00029620,0.00030132,0.00046381,0.00068743,0.00032258,0.00060259,0.00080082,0.00105420,0.00070881,0.00095868,0.00120322,0.00163562,0.00105097,0.00145580,0.00187390,0.00271784
1964-01-03,full,1584,0.14723690,0.40229330,0.61991941,0.78135086,-0.00010470,-0.00000494,0.00007588,0.00017629,-0.00039183,0.00021561,0.00037021,0.00055272,-0.00036160,0.00051658,0.00073137,0.00097736,0.00044586,0.00077227,0.00099707,0.00140484,0.00096552,0.00136005,0.00181114,0.00268536
1964-02-03,full,1598,0.11693949,0.38883542,0.60149820,0.77118413,-0.00012031,-0.00002726,0.00007540,0.00017196,-0.00035499,0.00020997,0.00034247,0.00048402,-0.00052346,0.00045359,0.00066736,0.00098174,0.00029461,0.00075470,0.00099743,0.00149396,0.00086961,0.00128121,0.00168924,0.00256173
1964-03-04,full,1610,0.10808033,0.34990792,0.57674857,0.76548015,-0.00013322,-0.00002273,0.00006496,0.00015624,-0.00033756,0.00015174,0.00031729,0.00049243,-0.00045219,0.00042201,0.00062844,0.00097916,0.00033412,0.00073066,0.00099905,0.00141904,0.00090113,0.00126333,0.00173460,0.00248563
1964-04-03,full,1617,0.10281278,0.32792118,0.56006967,0.76145360,-0.00011672,-0.00001823,0.00006581,0.00014985,-0.00031832,0.00018374,0.00031904,0.00048505,-0.00042853,0.00043651,0.00064774,0.00095753,-0.00056189,0.00068189,0.00092307,0.00132310,0.00088977,0.00128733,0.00174075,0.00251818
1964-05-04,full,1622,0.10786712,0.35093619,0.58239538,0.76518105,-0.00010709,-0.00001593,0.00007214,0.00019271,-0.00031640,0.00020220,0.00035818,0.00051536,-0.00046848,0.00045122,0.00066525,0.00098741,0.00032063,0.00077404,0.00104354,0.00154175,0.00087854,0.00127792,0.00170724,0.00248366
1964-06-03,full,1617,0.12880343,0.39986161,0.61341535,0.78836442,-0.00010007,0.00000621,0.00008832,0.00018617,-0.00030655,0.00023227,0.00040263,0.00064980,-0.00034523,0.00054609,0.00076133,0.00104175,0.00039619,0.00084558,0.00111604,0.00152268,0.00090440,0.00125455,0.00170377,0.00235272
1964-07-02,full,1617,0.14656225,0.42002568,0.63483659,0.80044887,-0.00015016,-0.00000621,0.00008791,0.00021949,-0.00038848,0.00022674,0.00040695,0.00066590,0.00020155,0.00058719,0.00078785,0.00107550,0.00052681,0.00087903,0.00111926,0.00149427,0.00094531,0.00133447,0.00166710,0.00241989
1964-08-03,full,1619,0.17643564,0.43093062,0.64532801,0.80808420,-0.00016185,-0.00001303,0.00008940,0.00020089,-0.00036543,0.00028033,0.00048260,0.00072743,-0.00041579,0.00054886,0.00076398,0.00110388,0.00061242,0.00091192,0.00122005,0.00156237,0.00099566,0.00136165,0.00167931,0.00242356
1964-09-01,full,1626,0.16444681,0.45797932,0.67590669,0.81075054,-0.00014646,0.00002219,0.00011391,0.00023434,-0.00035130,0.00029887,0.00046916,0.00071675,0.00013177,0.00058035,0.00082470,0.00115593,0.00056651,0.00090341,0.00119061,0.00154877,0.00095132,0.00133762,0.00165961,0.00242073
1964-10-01,full,1630,0.19073061,0.49669988,0.69941676,0.82922379,-0.00012832,0.00001794,0.00012989,0.00025292,-0.00041045,0.00029260,0.00048330,0.00071504,0.00040290,0.00067782,0.00088732,0.00120667,0.00070034,0.00097015,0.00126784,0.00171878,0.00106058,0.00138975,0.00167406,0.00239789
1964-10-30,full,1640,0.20032626,0.52286907,0.71373468,0.84438909,-0.00015710,-0.00002239,0.00009585,0.00025269,-0.00040375,0.00037441,0.00057371,0.00086291,0.00034634,0.00064591,0.00085944,0.00118364,0.00072603,0.00103065,0.00129848,0.00172734,0.00108400,0.00140801,0.00177913,0.00254204
1964-12-02,full,1642,0.20380645,0.52007640,0.70980379,0.84018334,-0.00019859,-0.00003334,0.00009171,0.00025403,-0.00039175,0.00036457,0.00053767,0.00079370,0.00038576,0.00065566,0.00087166,0.00127746,0.00075747,0.00101775,0.00130788,0.00175184,0.00107976,0.00143454,0.00178817,0.00251673
1965-01-04,full,1648,0.18113598,0.48079124,0.68644020,0.82243090,-0.00015335,-0.00001977,0.00010186,0.00023237,-0.00042587,0.00030026,0.00049280,0.00069487,0.00033896,0.00060375,0.00080489,0.00116364,0.00061487,0.00091096,0.00125541,0.00170880,0.00101312,0.00133783,0.00178451,0.00248103
1965-02-02,full,1659,0.15646470,0.47771441,0.68551257,0.82387969,-0.00014793,-0.00002393,0.00009494,0.00022930,-0.00036048,0.00031368,0.00046421,0.00071812,0.00036826,0.00061076,0.00082296,0.00117225,0.00065203,0.00091780,0.00119148,0.00165023,0.00100674,0.00136431,0.00179928,0.00238513
1965-03-04,full,1676,0.19785825,0.48103514,0.70139599,0.82718215,-0.00011879,0.00000786,0.00012054,0.00023419,-0.00041040,0.00034373,0.00049698,0.00069115,0.00038028,0.00061535,0.00086034,0.00120619,0.00071200,0.00096949,0.00128252,0.00171757,0.00099476,0.00129399,0.00175871,0.00239268
1965-04-02,full,1687,0.21262956,0.50378871,0.71186623,0.84146454,-0.00021489,-0.00002284,0.00013253,0.00027440,-0.00036701,0.00035871,0.00051255,0.00077465,0.00051851,0.00073065,0.00095881,0.00139467,0.00076958,0.00103573,0.00134796,0.00179447,0.00101974,0.00140040,0.00184808,0.00245226
1965-05-04,full,1695,0.26642433,0.55578907,0.73813230,0.85504143,-0.00017580,-0.00000384,0.00015427,0.00031501,0.00022575,0.00044889,0.00060916,0.00087493,0.00058561,0.00080709,0.00108944,0.00142935,0.00086154,0.00114243,0.00151898,0.00207391,0.00109507,0.00154582,0.00197592,0.00253819
1965-06-03,full,1694,0.25998979,0.57539710,0.75253966,0.85688861,-0.00017364,0.00001805,0.00016522,0.00036872,0.00030787,0.00047797,0.00063480,0.00094078,0.00059978,0.00085904,0.00113072,0.00150284,0.00084410,0.00120348,0.00158696,0.00199806,0.00122767,0.00166051,0.00209559,0.00260467
1965-07-02,full,1702,0.20388048,0.49845415,0.68173940,0.80273636,-0.00012859,0.00003244,0.00015509,0.00032016,-0.00030881,0.00033455,0.00051308,0.00071990,0.00054187,0.00073719,0.00096967,0.00131008,0.00076573,0.00110666,0.00140766,0.00186518,0.00120906,0.00168399,0.00202046,0.00261277
1965-08-03,full,1705,0.16269274,0.43307921,0.62760824,0.77308391,-0.00014061,-0.00000998,0.00010427,0.00024682,-0.00031479,0.00033090,0.00047015,0.00070923,0.00042657,0.00062432,0.00084171,0.00110946,0.00070484,0.00103098,0.00132073,0.00174659,0.00111512,0.00163449,0.00201207,0.00266837
1965-09-01,full,1712,0.14178268,0.38847081,0.60183200,0.75926303,-0.00014078,-0.00001618,0.00008315,0.00018924,-0.00031320,0.00028328,0.00043197,0.00061095,-0.00036327,0.00057810,0.00078424,0.00107594,0.00052242,0.00092046,0.00124597,0.00169194,0.00110241,0.00153370,0.00194411,0.00264400
1965-10-01,full,1709,0.12228365,0.35770311,0.59160632,0.76158037,-0.00012489,-0.00000673,0.00008811,0.00019219,-0.00036230,0.00018584,0.00035184,0.00057959,-0.00035592,0.00056055,0.00079495,0.00108614,0.00057234,0.00090335,0.00118587,0.00157792,0.00111022,0.00152413,0.00192058,0.00264146
1965-11-01,full,1717,0.12239276,0.35846949,0.59453095,0.76195543,-0.00012547,-0.00002054,0.00008737,0.00019103,-0.00028730,0.00023497,0.00039293,0.00058518,-0.00042163,0.00054647,0.00085458,0.00121688,0.00065866,0.00095374,0.00123284,0.00165739,0.00117235,0.00154876,0.00197495,0.00281118
1965-12-02,full,1735,0.11964642,0.36572707,0.58836067,0.77382155,-0.00012982,-0.00002515,0.00006830,0.00018363,-0.00032313,0.00024753,0.00044835,0.00064842,0.00029152,0.00060854,0.00087125,0.00124740,0.00061558,0.00099815,0.00139863,0.00181397,0.00126617,0.00161554,0.00215698,0.00306026
1966-01-03,full,1740,0.12594880,0.36974282,0.58512699,0.76318388,-0.00014508,-0.00004644,0.00006487,0.00017767,-0.00029168,0.00027223,0.00045268,0.00069403,-0.00026399,0.00061308,0.00087831,0.00128275,0.00067943,0.00111075,0.00150260,0.00203376,0.00123604,0.00170359,0.00230404,0.00324365
1966-02-01,full,1747,0.13796910,0.38798853,0.60732409,0.76620377,-0.00013435,-0.00002868,0.00007462,0.00021146,-0.00032920,0.00028548,0.00047255,0.00075780,0.00037312,0.00071271,0.00099496,0.00142566,0.00075577,0.00113958,0.00156005,0.00219986,0.00139538,0.00188395,0.00251744,0.00350873
1966-03-03,full,1759,0.16390803,0.44398736,0.63993505,0.78733627,-0.00013703,-0.00001268,0.00011322,0.00025365,-0.00027335,0.00034986,0.00052742,0.00082515,0.00056298,0.00088270,0.00123980,0.00167034,0.00093011,0.00129837,0.00177291,0.00244003,0.00160840,0.00210959,0.00278298,0.00379689
1966-04-01,full,1761,0.18707812,0.48285678,0.67145419,0.79930070,-0.00016528,-0.00001745,0.00013202,0.00025333,-0.00024062,0.00044721,0.00060830,0.00090005,0.00058112,0.00094646,0.00127197,0.00176954,0.00099552,0.00150555,0.00186558,0.00255301,0.00182558,0.00230191,0.00298298,0.00433032
1966-05-03,full,1776,0.25584688,0.55430642,0.72834145,0.83451803,-0.00016202,0.00000012,0.00014866,0.00029698,-0.00028627,0.00050982,0.00072313,0.00098620,0.00068065,0.00107311,0.00142587,0.00187737,0.00121852,0.00168767,0.00216021,0.00279088,0.00196618,0.00253649,0.00330097,0.00460982
1966-06-02,full,1764,0.24488278,0.54228198,0.72045500,0.83218972,-0.00016369,0.00001380,0.00017096,0.00036618,-0.00035656,0.00048365,0.00071503,0.00097031,0.00068429,0.00107191,0.00141399,0.00186206,0.00119837,0.00160817,0.00213421,0.00290597,0.00205509,0.00260031,0.00339994,0.00453774
1966-07-01,full,1767,0.19432443,0.46874137,0.66567682,0.80895974,-0.00015476,0.00003042,0.00017309,0.00032068,-0.00034435,0.00041931,0.00061535,0.00096943,-0.00041095,0.00090072,0.00130680,0.00171687,0.00097733,0.00140375,0.00195883,0.00274277,0.00176475,0.00235906,0.00323238,0.00459234
1966-08-02,full,1782,0.13889151,0.37667956,0.62545925,0.77961245,-0.00015724,-0.00001696,0.00010944,0.00024747,-0.00030789,0.00037010,0.00057900,0.00083882,-0.00046911,0.00071404,0.00109241,0.00151395,-0.00063147,0.00112025,0.00169896,0.00246221,-0.00050643,0.00199115,0.00279993,0.00411733
1966-08-31,full,1770,0.08711689,0.29869876,0.54356122,0.74580515,-0.00014304,-0.00002677,0.00007988,0.00023559,-0.00041559,0.00015596,0.00041205,0.00068473,-0.00060822,0.00041824,0.00084756,0.00136516,-0.00074595,0.00089836,0.00150730,0.00228117,-0.00098532,-0.00060308,0.00193321,0.00348657
1966-09-30,full,1784,0.08056252,0.25485176,0.50313876,0.72048511,-0.00020810,-0.00007991,0.00002351,0.00017748,-0.00045798,-0.00027659,0.00038749,0.00069628,-0.00077358,-0.00046079,0.00061867,0.00127975,-0.00101721,-0.00065464,0.00099456,0.00180690,-0.00139542,-0.00103362,-0.00075912,0.00223062
1966-10-31,full,1784,0.08447335,0.28588873,0.52008642,0.72297216,-0.00022012,-0.00006601,0.00005773,0.00022143,-0.00064327,-0.00039290,0.00022825,0.00071932,-0.00098923,-0.00073276,-0.00044710,0.00096344,-0.00138100,-0.00101608,-0.00075530,0.00107402,-0.00186224,-0.00138086,-0.00107884,-0.00074097
1966-12-01,full,1776,0.09626022,0.33553912,0.55496456,0.75187773,-0.00024160,-0.00009621,0.00003101,0.00019889,-0.00073576,-0.00046850,-0.00023113,0.00057592,-0.00117412,-0.00086987,-0.00060748,-0.00032832,-0.00155208,-0.00118487,-0.00092486,-0.00055390,-0.00220321,-0.00173007,-0.00138231,-0.00100659
1967-01-03,full,1776,0.10465230,0.33366410,0.57973335,0.77190867,-0.00027678,-0.00012416,0.00003069,0.00018512,-0.00075869,-0.00050666,-0.00032143,0.00037936,-0.00126403,-0.00088459,-0.00064410,0.00060353,-0.00173150,-0.00129746,-0.00098344,-0.00066808,-0.00238787,-0.00179728,-0.00147057,-0.00102837
1967-02-01,full,1792,0.05876632,0.22804222,0.44544668,0.64345214,-0.00019787,-0.00008988,0.00004161,0.00015456,-0.00061643,-0.00039804,-0.00023597,0.00037327,-0.00106185,-0.00074912,-0.00054260,0.00048331,-0.00146131,-0.00111053,-0.00081268,0.00065862,-0.00220950,-0.00173564,-0.00133356,-0.00079380
1967-03-03,full,1799,0.03327638,0.12544274,0.27337009,0.49239405,-0.00014101,-0.00005598,0.00003425,0.00014895,-0.00043614,-0.00030395,-0.00013546,0.00032892,-0.00071167,-0.00047473,0.00029771,0.00068314,-0.00121061,-0.00089255,-0.00045126,0.00092452,-0.00171521,-0.00119513,0.00063208,0.00170156
1967-04-04,full,1808,0.02459518,0.10621574,0.24480904,0.44016498,-0.00011168,-0.00003220,0.00003523,0.00012554,-0.00036490,-0.00018259,0.00028447,0.00043631,-0.00059642,-0.00022137,0.00047703,0.00085788,-0.00095577,0.00039506,0.00073458,0.00124009,-0.00098576,0.00092208,0.00155095,0.00239484
1967-05-03,full,1813,0.05698880,0.17790192,0.36298394,0.56362218,-0.00012276,0.00000199,0.00009353,0.00023543,-0.00043866,0.00026324,0.00045382,0.00066531,0.00027067,0.00058113,0.00082431,0.00114200,0.00065075,0.00101289,0.00135256,0.00194890,0.00097201,0.00166630,0.00232852,0.00323501
1967-06-02,full,1810,0.11242517,0.32047705,0.50057012,0.66757590,-0.00017473,0.00004117,0.00019711,0.00035957,0.00025363,0.00052111,0.00072076,0.00103106,0.00065184,0.00098091,0.00129365,0.00172650,0.00094235,0.00141583,0.00188067,0.00257395,0.00139607,0.00208800,0.00280240,0.00380108
1967-07-03,full,1803,0.23392810,0.47618844,0.63869160,0.76944667,-0.00009854,0.00015169,0.00032962,0.00054977,0.00045392,0.00074903,0.00101510,0.00131631,0.00087364,0.00129471,0.00172936,0.00234461,0.00129614,0.00178149,0.00230625,0.00316781,0.00187944,0.00250532,0.00329067,0.00429974
1967-08-02,full,1804,0.42613018,0.64690887,0.77888681,0.85915700,0.00004896,0.00030660,0.00048618,0.00079476,0.00075037,0.00102259,0.00132082,0.00173107,0.00120964,0.00160200,0.00208222,0.00282481,0.00173058,0.00228969,0.00286785,0.00382437,0.00228588,0.00299657,0.00373905,0.00502441
1967-08-31,full,1807,0.54568955,0.74923805,0.84301835,0.90661201,0.00011292,0.00035654,0.00057738,0.00093191,0.00096848,0.00123479,0.00164279,0.00218358,0.00143465,0.00182021,0.00242222,0.00314313,0.00188947,0.00244426,0.00299254,0.00407263,0.00264846,0.00332795,0.00415556,0.00523648
1967-10-02,full,1813,0.53215236,0.76714771,0.85637508,0.91488613,0.00000643,0.00030400,0.00057664,0.00092059,0.00100444,0.00136797,0.00176471,0.00244887,0.00138882,0.00182553,0.00242409,0.00324061,0.00191598,0.00251423,0.00314489,0.00425793,0.00266483,0.00332911,0.00413887,0.00531158
1967-10-31,full,1831,0.47972918,0.71712162,0.83330354,0.90601039,-0.00007230,0.00024232,0.00050585,0.00085919,0.00080040,0.00116416,0.00150559,0.00216673,0.00132131,0.00174545,0.00225431,0.00310431,0.00186164,0.00238485,0.00298353,0.00404055,0.00254094,0.00329759,0.00404835,0.00523378
1967-12-01,full,1853,0.33082959,0.60809349,0.77221980,0.87622241,-0.00012142,0.00016279,0.00038378,0.00064793,0.00052631,0.00081619,0.00111878,0.00159886,0.00110732,0.00147638,0.00194040,0.00255727,0.00171794,0.00216724,0.00283336,0.00379589,0.00237349,0.00310383,0.00389335,0.00502203
1968-01-03,full,1858,0.21044324,0.54108782,0.73316270,0.86018744,-0.00016239,0.00003403,0.00021025,0.00039916,0.00022684,0.00065087,0.00085929,0.00118617,0.00078308,0.00121509,0.00161936,0.00221196,0.00156186,0.00201038,0.00255871,0.00349053,0.00234196,0.00303710,0.00389105,0.00503271
1968-02-01,full,1856,0.16444779,0.49118987,0.71060155,0.84990323,-0.00015046,-0.00002539,0.00015234,0.00031535,-0.00033285,0.00045008,0.00071235,0.00106068,0.00077487,0.00108468,0.00150490,0.00206042,0.00144139,0.00189205,0.00239210,0.00313792,0.00229968,0.00309587,0.00378261,0.00481413
1968-03-05,full,1871,0.13926528,0.44132815,0.66254309,0.81508267,-0.00016485,-0.00003884,0.00009964,0.00025655,-0.00036821,0.00036401,0.00064112,0.00092278,0.00042679,0.00095826,0.00129126,0.00183847,0.00124336,0.00168514,0.00228217,0.00284873,0.00215189,0.00284564,0.00353340,0.00466388
1968-04-03,full,1885,0.11732877,0.36224569,0.60699160,0.77709741,-0.00017885,-0.00004238,0.00007735,0.00021412,-0.00039273,0.00028848,0.00056936,0.00084137,-0.00042599,0.00078510,0.00110236,0.00174710,0.00092145,0.00142931,0.00197787,0.00277474,0.00173179,0.00244082,0.00309073,0.00420363
1968-05-06,full,1904,0.10800453,0.34950068,0.59547472,0.77243190,-0.00016499,-0.00003699,0.00008527,0.00023600,-0.00045460,0.00028239,0.00054713,0.00074609,-0.00059866,0.00072225,0.00112541,0.00154306,0.00080072,0.00135493,0.00192888,0.00266707,0.00174905,0.00244934,0.00307599,0.00419976
1968-06-05,full,1921,0.09886020,0.35115462,0.59430747,0.77634028,-0.00013916,-0.00002604,0.00008030,0.00020170,-0.00048752,0.00025392,0.00050581,0.00078713,-0.00048992,0.00081524,0.00111972,0.00151131,0.00090347,0.00147169,0.00194546,0.00266843,0.00194589,0.00262268,0.00336538,0.00450265
1968-07-12,full,1919,0.11134237,0.36130200,0.59673000,0.77364397,-0.00016320,-0.00000400,0.00011648,0.00025372,-0.00042207,0.00037578,0.00061253,0.00083719,-0.00056955,0.00088224,0.00119161,0.00164649,0.00107109,0.00160323,0.00209865,0.00280524,0.00203026,0.00271699,0.00345999,0.00455423
1968-08-19,full,1931,0.14144738,0.38231882,0.59983468,0.77871163,-0.00016084,-0.00001315,0.00012820,0.00026218,-0.00044909,0.00044371,0.00067212,0.00091671,0.00059092,0.00100876,0.00133717,0.00167510,0.00104199,0.00165914,0.00216330,0.00276199,0.00209814,0.00286250,0.00368735,0.00472267
1968-09-24,full,1942,0.16567799,0.42570223,0.63009964,0.79154029,-0.00021017,-0.00000900,0.00015248,0.00033946,-0.00038535,0.00048250,0.00073006,0.00102814,0.00063168,0.00107655,0.00138388,0.00184549,0.00118291,0.00171872,0.00225309,0.00303042,0.00221610,0.00282751,0.00352891,0.00461432
1968-10-31,full,1947,0.19935750,0.47449563,0.67596387,0.81529928,-0.00019920,0.00003589,0.00021601,0.00043067,0.00028906,0.00057172,0.00080027,0.00113981,0.00080805,0.00128319,0.00160321,0.00201269,0.00133643,0.00189364,0.00250287,0.00324899,0.00230552,0.00290636,0.00373604,0.00484499
1968-12-06,full,1945,0.25124362,0.53724814,0.71998789,0.83921419,-0.00018366,0.00008674,0.00028719,0.00053607,0.00047861,0.00071367,0.00099815,0.00133254,0.00087545,0.00133637,0.00178253,0.00231011,0.00148134,0.00203587,0.00250500,0.00341353,0.00234960,0.00300111,0.00370962,0.00486381
1969-01-10,full,1948,0.25609723,0.56050390,0.72472876,0.84141145,-0.00016931,0.00011904,0.00034176,0.00052426,0.00052036,0.00075942,0.00100581,0.00136196,0.00099021,0.00143499,0.00178892,0.00227394,0.00154692,0.00203891,0.00253726,0.00335855,0.00229655,0.00295434,0.00366524,0.00474253
1969-02-11,full,1960,0.26540355,0.56601154,0.72974869,0.83685387,-0.00022492,0.00008510,0.00032246,0.00056838,0.00057081,0.00082007,0.00105857,0.00143748,0.00097912,0.00138252,0.00180239,0.00234365,0.00155425,0.00200766,0.00250327,0.00325949,0.00220048,0.00285319,0.00360500,0.00475948
1969-03-13,full,1969,0.24869642,0.54653483,0.71861812,0.82256794,-0.00023065,0.00007163,0.00029533,0.00050996,0.00059107,0.00084327,0.00113983,0.00153806,0.00091346,0.00124777,0.00168517,0.00220811,0.00144586,0.00195441,0.00248128,0.00325684,0.00201642,0.00262376,0.00333612,0.00450862
1969-04-15,full,1983,0.15955049,0.41041996,0.62554872,0.77127378,-0.00021991,0.00001718,0.00019854,0.00043476,-0.00046634,0.00059819,0.00083841,0.00115820,0.00073812,0.00101987,0.00140205,0.00193861,0.00101364,0.00162417,0.00212651,0.00275172,0.00174422,0.00234560,0.00300735,0.00425032
1969-05-14,full,2001,0.10773950,0.33794559,0.54705830,0.73293425,-0.00019122,-0.00003647,0.00013033,0.00025488,-0.00050692,0.00036097,0.00055165,0.00082448,-0.00075082,0.00069005,0.00103693,0.00153538,0.00063333,0.00112062,0.00160837,0.00217958,0.00134137,0.00195841,0.00263850,0.00389116
1969-06-13,full,2009,0.08690695,0.28216315,0.50550227,0.70545317,-0.00016032,-0.00002660,0.00009731,0.00021838,-0.00044745,0.00025267,0.00041921,0.00068331,-0.00082857,0.00050870,0.00081211,0.00109458,-0.00114922,0.00087173,0.00136940,0.00185935,-0.00135819,0.00154546,0.00233702,0.00327858
1969-07-15,full,2003,0.05586722,0.21821456,0.44224828,0.67090992,-0.00012812,-0.00004074,0.00006676,0.00016295,-0.00047252,-0.00023138,0.00030050,0.00049641,-0.00076963,-0.00036974,0.00065175,0.00098754,-0.00134743,-0.00087104,0.00093336,0.00158148,-0.00202027,-0.00133256,0.00155939,0.00263300
1969-08-14,full,2008,0.05372419,0.18974372,0.42015195,0.65122560,-0.00015081,-0.00003974,0.00005011,0.00016906,-0.00053228,-0.00035313,0.00017011,0.00043876,-0.00098743,-0.00064631,0.00035405,0.00081337,-0.00162069,-0.00118299,-0.00071296,0.00128061,-0.00248880,-0.00187510,-0.00127735,0.00179102
1969-09-15,full,2012,0.08947196,0.28204828,0.52058334,0.72148627,-0.00023261,-0.00010712,0.00002877,0.00018033,-0.00073094,-0.00050273,-0.00028233,0.00045206,-0.00128400,-0.00094090,-0.00064975,0.00064382,-0.00192262,-0.00147465,-0.00102441,0.00106769,-0.00301884,-0.00233512,-0.00188282,-0.00131387
1969-10-14,full,2025,0.15512717,0.43897538,0.64747817,0.79438301,-0.00032969,-0.00018086,0.00002003,0.00023846,-0.00097340,-0.00070096,-0.00048110,0.00047208,-0.00158136,-0.00116046,-0.00081973,0.00066859,-0.00224743,-0.00179586,-0.00138579,-0.00086217,-0.00344712,-0.00272424,-0.00221596,-0.00167440
1969-11-12,full,2037,0.18298503,0.46719141,0.64890030,0.79061866,-0.00034456,-0.00014010,0.00004067,0.00024384,-0.00110124,-0.00077762,-0.00051995,0.00050490,-0.00167249,-0.00127377,-0.00094783,-0.00036434,-0.00234871,-0.00185169,-0.00142291,-0.00079526,-0.00336852,-0.00262563,-0.00209435,-0.00136327
1969-12-12,full,2018,0.18003893,0.45874875,0.67680200,0.80782225,-0.00036377,-0.00017298,0.00000489,0.00022191,-0.00101884,-0.00072876,-0.00047469,0.00059179,-0.00179987,-0.00137319,-0.00103909,-0.00045391,-0.00243527,-0.00187880,-0.00144189,-0.00074988,-0.00331922,-0.00264740,-0.00214038,-0.00126988
1970-01-14,full,2046,0.16591880,0.43969034,0.66665028,0.81275899,-0.00036910,-0.00017524,-0.00000035,0.00022632,-0.00110480,-0.00072922,-0.00044920,0.00064560,-0.00176408,-0.00135884,-0.00097920,-0.00040844,-0.00245612,-0.00197366,-0.00143689,-0.00081007,-0.00322312,-0.00260697,-0.00193350,-0.00107958
1970-02-12,full,2036,0.16341250,0.41892267,0.64680912,0.80120500,-0.00037632,-0.00016679,0.00001746,0.00023459,-0.00108278,-0.00076219,-0.00046709,0.00063156,-0.00163034,-0.00125882,-0.00084480,0.00068093,-0.00238892,-0.00189060,-0.00138476,-0.00084541,-0.00317185,-0.00245688,-0.00185033,-0.00087882
1970-03-16,full,2040,0.14705699,0.39658563,0.61399380,0.77690628,-0.00033197,-0.00015245,0.00000625,0.00020026,-0.00087421,-0.00062509,-0.00038857,0.00059297,-0.00162519,-0.00118825,-0.00082214,0.00057971,-0.00222659,-0.00177150,-0.00129162,-0.00064285,-0.00313841,-0.00245303,-0.00191965,-0.00120305
1970-04-15,full,2024,0.12141281,0.36493738,0.57953049,0.75760300,-0.00028180,-0.00013070,0.00002453,0.00020961,-0.00082076,-0.00055611,-0.00034435,0.00050801,-0.00147612,-0.00104158,-0.00069533,0.00078628,-0.00222989,-0.00161165,-0.00121831,0.00059487,-0.00313406,-0.00253293,-0.00200111,-0.00144151
1970-05-14,full,1937,0.10700923,0.32560747,0.55482512,0.74158185,-0.00025171,-0.00012798,0.00003184,0.00018310,-0.00079724,-0.00053378,-0.00031964,0.00049507,-0.00143352,-0.00101708,-0.00061319,0.00087763,-0.00217703,-0.00166174,-0.00119277,0.00081924,-0.00346868,-0.00273651,-0.00217150,-0.00162896
1970-06-12,full,1939,0.10043666,0.30100676,0.53682348,0.73709188,-0.00028363,-0.00011777,0.00001737,0.00021310,-0.00086035,-0.00054520,-0.00032525,0.00050836,-0.00162155,-0.00116001,-0.00079754,0.00061562,-0.00248067,-0.00189351,-0.00144100,-0.00095183,-0.00370834,-0.00290477,-0.00232689,-0.00166289
1970-07-14,full,1865,0.11465824,0.34636441,0.57273830,0.75486786,-0.00030969,-0.00012019,0.00003428,0.00024183,-0.00102694,-0.00069128,-0.00044834,0.00042071,-0.00197023,-0.00147699,-0.00103581,-0.00061947,-0.00290071,-0.00222723,-0.00172989,-0.00114861,-0.00400492,-0.00307490,-0.00250916,-0.00179358
