formation_date,universe,rq,sq,n_stocks,mean_r2,mean_slope,median_slope,mean_mcap_musd,median_mcap_musd
1963-07-02,full,1,1,65,0.142160,-0.000451,-0.000393,33.676389,8.343000
1963-07-02,full,1,2,64,0.024590,-0.000088,-0.000084,70.201066,19.397065
1963-07-02,full,1,3,65,0.058131,0.000162,0.000164,113.907894,25.187630
1963-07-02,full,1,4,64,0.145936,0.000351,0.000347,81.966647,24.634250
1963-07-02,full,1,5,64,0.220900,0.000661,0.000603,60.944708,21.106250
1963-07-02,full,2,1,65,0.427839,-0.000511,-0.000682,62.346166,18.821250
1963-07-02,full,2,2,64,0.433011,0.000616,0.000607,178.658544,43.324440
1963-07-02,full,2,3,65,0.477012,0.000810,0.000813,133.615917,56.093130
1963-07-02,full,2,4,64,0.500507,0.001020,0.001019,86.207748,42.228940
1963-07-02,full,2,5,64,0.523794,0.001495,0.001371,57.979472,17.325065
1963-07-02,full,3,1,65,0.677592,0.000172,0.000664,157.147283,27.636000
1963-07-02,full,3,2,64,0.680076,0.000968,0.000969,269.957477,46.569375
1963-07-02,full,3,3,65,0.687824,0.001201,0.001204,207.069181,66.276500
1963-07-02,full,3,4,64,0.701425,0.001476,0.001467,99.012158,35.101875
1963-07-02,full,3,5,64,0.699303,0.002152,0.001988,48.118897,19.608125
1963-07-02,full,4,1,65,0.803379,0.000526,0.000926,797.813543,123.864000
1963-07-02,full,4,2,64,0.807660,0.001176,0.001170,673.631663,99.616625
1963-07-02,full,4,3,65,0.809289,0.001437,0.001426,203.933179,78.780000
1963-07-02,full,4,4,64,0.819553,0.001781,0.001768,234.495050,77.635375
1963-07-02,full,4,5,64,0.813736,0.002666,0.002495,67.775169,29.940250
1963-07-02,full,5,1,65,0.882213,0.000881,0.001185,535.328597,159.985000
1963-07-02,full,5,2,64,0.896694,0.001555,0.001562,829.036750,171.449565
1963-07-02,full,5,3,65,0.902717,0.001874,0.001868,742.651841,223.976500
1963-07-02,full,5,4,64,0.903799,0.002293,0.002300,183.976372,95.565000
1963-07-02,full,5,5,64,0.906965,0.003333,0.003142,105.249548,40.272250
1963-08-01,full,1,1,65,0.139237,-0.000396,-0.000337,37.780993,11.800000
1963-08-01,full,1,2,64,0.014730,-0.000063,-0.000059,45.947595,12.687190
1963-08-01,full,1,3,65,0.050413,0.000161,0.000157,107.754697,27.325130
1963-08-01,full,1,4,64,0.159415,0.000343,0.000349,111.930635,28.799125
1963-08-01,full,1,5,64,0.224176,0.000649,0.000593,85.589176,24.905565
1963-08-01,full,2,1,65,0.447871,-0.000685,-0.000759,64.357625,15.413130
1963-08-01,full,2,2,64,0.455768,0.000591,0.000605,151.409952,47.589190
1963-08-01,full,2,3,65,0.479927,0.000788,0.000781,117.811917,31.437000
1963-08-01,full,2,4,64,0.509563,0.000995,0.000982,86.522860,35.734750
1963-08-01,full,2,5,64,0.523915,0.001531,0.001317,58.254262,15.921750
1963-08-01,full,3,1,65,0.674663,0.000180,0.000641,179.632962,42.071250
1963-08-01,full,3,2,64,0.679690,0.000935,0.000945,499.516037,111.191500
1963-08-01,full,3,3,64,0.690641,0.001151,0.001148,362.633883,77.353875
1963-08-01,full,3,4,64,0.694310,0.001421,0.001390,161.628969,38.556375
1963-08-01,full,3,5,64,0.699145,0.002053,0.001917,39.693803,18.755875
1963-08-01,full,4,1,65,0.796855,0.000532,0.000900,823.034400,97.902000
1963-08-01,full,4,2,64,0.799688,0.001204,0.001196,559.464672,95.106625
1963-08-01,full,4,3,65,0.797272,0.001455,0.001448,224.201095,72.548750
1963-08-01,full,4,4,64,0.803108,0.001775,0.001743,147.783141,54.838690
1963-08-01,full,4,5,64,0.805802,0.002687,0.002469,70.582374,24.108250
1963-08-01,full,5,1,65,0.881638,0.000789,0.001180,380.619723,71.130000
1963-08-01,full,5,2,64,0.893599,0.001574,0.001571,722.955936,196.782500
1963-08-01,full,5,3,64,0.905807,0.001923,0.001916,717.159801,193.830750
1963-08-01,full,5,4,64,0.902219,0.002356,0.002333,174.458104,80.767500
1963-08-01,full,5,5,64,0.898370,0.003432,0.003170,91.593293,36.857875
1963-08-30,full,1,1,65,0.152887,-0.000408,-0.000348,41.003783,13.489000
1963-08-30,full,1,2,64,0.015007,-0.000050,-0.000052,73.483094,13.587875
1963-08-30,full,1,3,65,0.057009,0.000154,0.000154,100.782412,28.591500
1963-08-30,full,1,4,64,0.147634,0.000333,0.000336,93.452020,30.415000
1963-08-30,full,1,5,64,0.212320,0.000598,0.000533,65.687013,23.887315
1963-08-30,full,2,1,65,0.464046,-0.000642,-0.000792,66.599496,15.708000
1963-08-30,full,2,2,64,0.446042,0.000579,0.000587,159.885662,50.848125
1963-08-30,full,2,3,65,0.462795,0.000764,0.000752,228.619274,36.974000
1963-08-30,full,2,4,64,0.506055,0.000972,0.000957,131.508776,46.860375
1963-08-30,full,2,5,64,0.532906,0.001431,0.001350,51.875550,17.581250
1963-08-30,full,3,1,65,0.677076,0.000209,0.000634,719.861754,69.793500
1963-08-30,full,3,2,64,0.675698,0.000923,0.000923,767.880500,126.960125
1963-08-30,full,3,3,64,0.679720,0.001136,0.001135,286.472705,81.653375
1963-08-30,full,3,4,64,0.686002,0.001376,0.001350,161.324723,52.721000
1963-08-30,full,3,5,64,0.701909,0.002203,0.001944,60.527397,18.320625
1963-08-30,full,4,1,65,0.797563,0.000558,0.000926,272.615699,84.079880
1963-08-30,full,4,2,64,0.799341,0.001247,0.001244,451.080741,92.331250
1963-08-30,full,4,3,65,0.807404,0.001519,0.001513,175.364807,56.882000
1963-08-30,full,4,4,64,0.808889,0.001891,0.001882,117.307327,51.011250
1963-08-30,full,4,5,64,0.813608,0.002732,0.002619,40.750745,21.053500
1963-08-30,full,5,1,65,0.885152,0.000759,0.001155,413.738136,117.274000
1963-08-30,full,5,2,64,0.897521,0.001600,0.001608,829.569310,188.900875
1963-08-30,full,5,3,64,0.909379,0.001933,0.001924,740.223637,235.387125
1963-08-30,full,5,4,64,0.902005,0.002377,0.002345,176.977105,89.375565
1963-08-30,full,5,5,64,0.909260,0.003604,0.003372,92.310211,34.922375
1963-10-01,full,1,1,65,0.163230,-0.000459,-0.000430,48.407479,14.421000
1963-10-01,full,1,2,64,0.013938,-0.000052,-0.000033,56.573333,13.774315
1963-10-01,full,1,3,64,0.049954,0.000157,0.000166,99.242487,29.389750
1963-10-01,full,1,4,64,0.144487,0.000312,0.000303,107.878363,31.321440
1963-10-01,full,1,5,64,0.216492,0.000555,0.000522,62.792092,37.660565
1963-10-01,full,2,1,65,0.411362,-0.000360,-0.000444,111.492921,16.630000
1963-10-01,full,2,2,64,0.440386,0.000578,0.000587,274.031695,62.941565
1963-10-01,full,2,3,64,0.447814,0.000738,0.000745,316.977609,59.640000
1963-10-01,full,2,4,64,0.473383,0.000916,0.000907,133.304109,32.189220
1963-10-01,full,2,5,64,0.506456,0.001378,0.001236,51.384544,27.623500
1963-10-01,full,3,1,65,0.667585,0.000171,0.000623,720.171313,50.848000
1963-10-01,full,3,2,64,0.664687,0.000868,0.000855,529.027010,169.588625
1963-10-01,full,3,3,64,0.685641,0.001111,0.001120,478.379152,74.529315
1963-10-01,full,3,4,64,0.681371,0.001369,0.001348,160.055034,45.769690
1963-10-01,full,3,5,64,0.694384,0.002010,0.001841,63.957429,18.353130
1963-10-01,full,4,1,65,0.792358,0.000474,0.000894,259.358311,79.890380
1963-10-01,full,4,2,64,0.808445,0.001224,0.001224,332.865373,138.819875
1963-10-01,full,4,3,64,0.806043,0.001489,0.001482,195.581033,76.323000
1963-10-01,full,4,4,64,0.803774,0.001801,0.001769,118.759277,63.968940
1963-10-01,full,4,5,64,0.810678,0.002789,0.002519,58.205042,24.584750
1963-10-01,full,5,1,64,0.887208,0.000943,0.001209,286.610884,86.062750
1963-10-01,full,5,2,64,0.900477,0.001631,0.001645,1253.408811,208.524500
1963-10-01,full,5,3,64,0.911124,0.001969,0.001951,344.463589,145.569500
1963-10-01,full,5,4,64,0.909472,0.002543,0.002532,135.556661,49.750125
1963-10-01,full,5,5,64,0.914980,0.003797,0.003585,93.111449,29.862500
1963-10-30,full,1,1,65,0.103262,-0.000306,-0.000272,45.509263,14.041000
1963-10-30,full,1,2,64,0.016962,-0.000056,-0.000051,81.554565,28.633625
1963-10-30,full,1,3,64,0.028891,0.000099,0.000100,180.612119,44.111440
1963-10-30,full,1,4,64,0.093145,0.000224,0.000211,166.407004,38.318625
1963-10-30,full,1,5,64,0.153980,0.000461,0.000407,60.986354,30.738750
1963-10-30,full,2,1,65,0.352331,-0.000594,-0.000581,41.862570,15.243750
1963-10-30,full,2,2,64,0.355736,0.000393,0.000398,304.676881,71.188250
1963-10-30,full,2,3,64,0.376873,0.000540,0.000540,224.285195,55.477125
1963-10-30,full,2,4,64,0.421667,0.000703,0.000697,116.660123,42.186125
1963-10-30,full,2,5,64,0.436531,0.001067,0.000973,62.217449,28.334250
1963-10-30,full,3,1,65,0.600223,-0.000252,0.000377,516.896426,71.310750
1963-10-30,full,3,2,64,0.626503,0.000683,0.000699,268.159810,55.788875
1963-10-30,full,3,3,64,0.628885,0.000899,0.000905,198.652239,67.666815
1963-10-30,full,3,4,64,0.631280,0.001164,0.001152,102.905973,29.528250
1963-10-30,full,3,5,64,0.646827,0.001859,0.001760,43.449267,14.109750
1963-10-30,full,4,1,65,0.767864,0.000081,0.000729,813.697421,107.571750
1963-10-30,full,4,2,64,0.776154,0.001016,0.001020,584.082174,150.304625
1963-10-30,full,4,3,64,0.784137,0.001239,0.001246,503.560497,147.812875
1963-10-30,full,4,4,64,0.776422,0.001522,0.001491,146.846669,44.545315
1963-10-30,full,4,5,64,0.788038,0.002435,0.002205,54.733891,22.651000
1963-10-30,full,5,1,64,0.874255,0.000616,0.001055,270.414939,88.869625
1963-10-30,full,5,2,64,0.889582,0.001482,0.001482,710.558705,166.758875
1963-10-30,full,5,3,64,0.899627,0.001836,0.001835,706.670647,118.549625
1963-10-30,full,5,4,64,0.901863,0.002438,0.002437,104.185309,38.707375
1963-10-30,full,5,5,64,0.905605,0.003875,0.003607,99.201326,30.070500
1963-12-03,full,1,1,64,0.089656,-0.000269,-0.000222,71.448407,31.391875
1963-12-03,full,1,2,64,0.020052,-0.000078,-0.000076,108.659956,28.407940
1963-12-03,full,1,3,64,0.009786,0.000040,0.000043,214.177628,41.710375
1963-12-03,full,1,4,64,0.058905,0.000147,0.000148,218.556024,34.162375
1963-12-03,full,1,5,64,0.112844,0.000361,0.000328,65.349606,29.833440
1963-12-03,full,2,1,64,0.313719,-0.000555,-0.000492,43.947949,12.994065
1963-12-03,full,2,2,64,0.265084,0.000125,0.000223,299.882233,124.882690
1963-12-03,full,2,3,64,0.307430,0.000372,0.000362,261.734137,61.560000
1963-12-03,full,2,4,64,0.330174,0.000550,0.000541,92.111089,43.047065
1963-12-03,full,2,5,63,0.373763,0.000955,0.000876,37.055451,19.031250
1963-12-03,full,3,1,64,0.558965,-0.000755,-0.000700,85.645941,17.467565
1963-12-03,full,3,2,64,0.546425,0.000487,0.000507,555.230640,142.541625
1963-12-03,full,3,3,64,0.562990,0.000701,0.000695,245.842403,91.538315
1963-12-03,full,3,4,64,0.563934,0.000912,0.000901,250.038954,43.034750
1963-12-03,full,3,5,63,0.587202,0.001570,0.001442,54.953187,14.535000
1963-12-03,full,4,1,64,0.726796,-0.000267,0.000459,806.754739,41.677565
1963-12-03,full,4,2,64,0.726729,0.000843,0.000846,627.886712,165.718375
1963-12-03,full,4,3,64,0.739433,0.001073,0.001069,415.870284,106.727625
1963-12-03,full,4,4,64,0.745321,0.001390,0.001371,145.577632,51.896500
1963-12-03,full,4,5,63,0.746026,0.002317,0.002235,42.506916,14.501500
1963-12-03,full,5,1,64,0.858602,-0.000046,0.000765,209.205269,71.625000
1963-12-03,full,5,2,64,0.864842,0.001258,0.001256,713.291504,210.009375
1963-12-03,full,5,3,64,0.877667,0.001647,0.001637,569.154657,79.799500
1963-12-03,full,5,4,64,0.889290,0.002240,0.002220,134.881130,43.194750
1963-12-03,full,5,5,63,0.896559,0.003850,0.003629,107.292644,33.045130
1964-01-03,full,1,1,64,0.073689,-0.000217,-0.000188,69.407023,24.956255
1964-01-03,full,1,2,63,0.012256,-0.000053,-0.000049,199.454100,32.142500
1964-01-03,full,1,3,64,0.011332,0.000036,0.000038,121.137525,57.693375
1964-01-03,full,1,4,63,0.054264,0.000122,0.000120,244.011375,56.466000
1964-01-03,full,1,5,63,0.088069,0.000285,0.000254,70.707692,34.228000
1964-01-03,full,2,1,64,0.275804,-0.000577,-0.000542,40.602646,24.553625
1964-01-03,full,2,2,63,0.232235,-0.000092,-0.000211,333.949953,117.331500
1964-01-03,full,2,3,64,0.253729,0.000285,0.000286,249.849082,72.285500
1964-01-03,full,2,4,63,0.274391,0.000450,0.000439,226.849726,61.930500
1964-01-03,full,2,5,63,0.330412,0.000873,0.000795,34.526110,15.888380
1964-01-03,full,3,1,64,0.505916,-0.000736,-0.000661,53.901408,15.127690
1964-01-03,full,3,2,63,0.491423,0.000332,0.000410,653.408203,150.858000
1964-01-03,full,3,3,64,0.516914,0.000617,0.000615,493.993708,124.762125
1964-01-03,full,3,4,63,0.511018,0.000837,0.000828,139.492457,41.272000
1964-01-03,full,3,5,63,0.547217,0.001509,0.001261,65.171872,17.494750
1964-01-03,full,4,1,64,0.697027,-0.000882,-0.000877,81.345938,22.540625
1964-01-03,full,4,2,63,0.688766,0.000637,0.000646,828.949852,126.192000
1964-01-03,full,4,3,64,0.703574,0.000883,0.000876,597.750696,112.815255
1964-01-03,full,4,4,63,0.712642,0.001174,0.001161,237.400486,57.082500
1964-01-03,full,4,5,63,0.712735,0.002035,0.001775,83.113999,27.910500
1964-01-03,full,5,1,64,0.851186,-0.000619,-0.000985,183.418366,41.753250
1964-01-03,full,5,2,63,0.848340,0.001159,0.001169,729.493623,112.861500
1964-01-03,full,5,3,63,0.872148,0.001566,0.001568,618.617695,86.450000
1964-01-03,full,5,4,63,0.869216,0.002189,0.002132,175.115373,41.356250
1964-01-03,full,5,5,63,0.887386,0.003789,0.003385,116.547287,31.390000
1964-02-03,full,1,1,64,0.069075,-0.000222,-0.000212,115.040970,31.725500
1964-02-03,full,1,2,64,0.024525,-0.000073,-0.000074,127.095476,47.480565
1964-02-03,full,1,3,64,0.006175,0.000028,0.000029,185.074390,46.844750
1964-02-03,full,1,4,64,0.049865,0.000120,0.000120,168.028582,65.731125
1964-02-03,full,1,5,64,0.070765,0.000316,0.000258,100.293802,25.348750
1964-02-03,full,2,1,64,0.247331,-0.000538,-0.000498,47.116377,16.212755
1964-02-03,full,2,2,64,0.198890,-0.000083,-0.000174,237.339415,94.896315
1964-02-03,full,2,3,64,0.219590,0.000265,0.000254,273.542944,72.675000
1964-02-03,full,2,4,64,0.244612,0.000404,0.000399,159.926555,59.301250
1964-02-03,full,2,5,64,0.274963,0.000752,0.000660,197.251464,17.207500
1964-02-03,full,3,1,64,0.508727,-0.000855,-0.000795,58.926857,19.550815
1964-02-03,full,3,2,64,0.467016,0.000176,0.000338,329.380594,140.695625
1964-02-03,full,3,3,64,0.502089,0.000543,0.000553,417.470142,154.754000
1964-02-03,full,3,4,64,0.503485,0.000792,0.000779,180.941025,42.864315
1964-02-03,full,3,5,63,0.524699,0.001406,0.001208,46.029477,18.170000
1964-02-03,full,4,1,64,0.681065,-0.000942,-0.000930,59.037461,17.603000
1964-02-03,full,4,2,64,0.680361,0.000587,0.000592,656.619677,153.794875
1964-02-03,full,4,3,64,0.683684,0.000866,0.000865,1131.705077,124.152440
1964-02-03,full,4,4,64,0.699133,0.001212,0.001181,269.215763,66.954940
1964-02-03,full,4,5,64,0.700326,0.002189,0.001946,63.656663,29.452190
1964-02-03,full,5,1,64,0.832593,-0.000601,-0.000861,154.199549,37.956815
1964-02-03,full,5,2,64,0.834502,0.001089,0.001120,625.927003,84.770250
1964-02-03,full,5,3,64,0.863958,0.001474,0.001453,785.329940,165.197500
1964-02-03,full,5,4,64,0.864913,0.002041,0.001984,150.416352,45.643440
1964-02-03,full,5,5,63,0.893451,0.003744,0.003358,158.151148,33.608250
1964-03-04,full,1,1,65,0.064884,-0.000236,-0.000218,48.881815,19.872000
1964-03-04,full,1,2,64,0.020911,-0.000075,-0.000076,167.764188,43.959565
1964-03-04,full,1,3,65,0.004797,0.000018,0.000014,167.023794,49.248000
1964-03-04,full,1,4,64,0.038420,0.000103,0.000099,180.495247,37.463690
1964-03-04,full,1,5,64,0.061090,0.000233,0.000211,93.378815,20.447440
1964-03-04,full,2,1,65,0.242658,-0.000538,-0.000481,52.858695,21.381500
1964-03-04,full,2,2,64,0.190938,-0.000183,-0.000229,249.884042,94.935750
1964-03-04,full,2,3,65,0.201221,0.000241,0.000239,236.181038,131.958630
1964-03-04,full,2,4,64,0.236079,0.000387,0.000373,159.523703,60.989500
1964-03-04,full,2,5,64,0.249275,0.000746,0.000667,56.461962,18.926000
1964-03-04,full,3,1,65,0.470094,-0.000829,-0.000729,46.316030,20.016000
1964-03-04,full,3,2,64,0.438163,0.000186,0.000325,473.213667,218.076250
1964-03-04,full,3,3,65,0.464287,0.000527,0.000525,417.273282,106.561250
1964-03-04,full,3,4,64,0.476177,0.000749,0.000737,201.599469,39.857440
1964-03-04,full,3,5,64,0.492345,0.001410,0.001283,68.597018,29.790500
1964-03-04,full,4,1,65,0.674608,-0.000949,-0.000874,96.601414,28.297500
1964-03-04,full,4,2,64,0.667586,0.000579,0.000601,472.072493,160.521000
1964-03-04,full,4,3,65,0.663290,0.000852,0.000841,585.356378,120.884750
1964-03-04,full,4,4,64,0.694115,0.001174,0.001157,377.919792,47.307440
1964-03-04,full,4,5,64,0.685482,0.002181,0.001940,49.132884,18.544440
1964-03-04,full,5,1,65,0.827612,-0.000450,-0.000555,212.699863,27.778630
1964-03-04,full,5,2,64,0.837214,0.001109,0.001124,1638.517083,119.216125
1964-03-04,full,5,3,65,0.864346,0.001496,0.001499,400.675114,83.058000
1964-03-04,full,5,4,64,0.859408,0.002037,0.001977,167.672005,53.427500
1964-03-04,full,5,5,64,0.888486,0.003669,0.003251,168.198544,37.200940
1964-04-03,full,1,1,65,0.059101,-0.000231,-0.000188,70.884974,27.769500
1964-04-03,full,1,2,65,0.019033,-0.000063,-0.000057,235.511168,44.105750
1964-04-03,full,1,3,65,0.005532,0.000021,0.000022,220.191331,79.901630
1964-04-03,full,1,4,65,0.038408,0.000104,0.000102,159.766656,50.019750
1964-04-03,full,1,5,64,0.061661,0.000257,0.000222,58.783977,20.085000
1964-04-03,full,2,1,65,0.224726,-0.000519,-0.000454,54.024681,26.271000
1964-04-03,full,2,2,65,0.185933,-0.000134,-0.000199,224.116399,113.116500
1964-04-03,full,2,3,64,0.215216,0.000249,0.000254,243.488936,117.128375
1964-04-03,full,2,4,65,0.215354,0.000382,0.000365,132.277635,39.258750
1964-04-03,full,2,5,64,0.240096,0.000757,0.000712,44.029872,13.055000
1964-04-03,full,3,1,65,0.444548,-0.000750,-0.000701,76.118156,36.210000
1964-04-03,full,3,2,65,0.415941,0.000159,0.000318,544.049820,129.677000
1964-04-03,full,3,3,65,0.440585,0.000546,0.000552,324.277012,90.011250
1964-04-03,full,3,4,65,0.455564,0.000788,0.000793,163.072451,52.068880
1964-04-03,full,3,5,64,0.471309,0.001314,0.001185,44.752287,22.957190
1964-04-03,full,4,1,65,0.668197,-0.001156,-0.000940,34.079340,13.846750
1964-04-03,full,4,2,65,0.658790,0.000363,0.000506,459.473646,126.586250
1964-04-03,full,4,3,64,0.659990,0.000794,0.000782,499.788779,157.082875
1964-04-03,full,4,4,65,0.667422,0.001086,0.001060,629.591170,56.864250
1964-04-03,full,4,5,64,0.683857,0.002172,0.001926,68.737708,26.640625
1964-04-03,full,5,1,65,0.824297,-0.000495,-0.000750,244.794054,40.976250
1964-04-03,full,5,2,65,0.835236,0.001093,0.001114,1639.673556,168.169000
1964-04-03,full,5,3,64,0.867200,0.001524,0.001525,439.945093,124.878250
1964-04-03,full,5,4,65,0.847799,0.002050,0.002043,123.130060,46.147750
1964-04-03,full,5,5,64,0.876346,0.003539,0.003160,184.441033,39.965565
1964-05-04,full,1,1,65,0.056964,-0.000196,-0.000167,98.351701,37.897500
1964-05-04,full,1,2,65,0.016362,-0.000056,-0.000052,124.830362,37.265000
1964-05-04,full,1,3,65,0.005709,0.000023,0.000021,267.976208,118.593750
1964-05-04,full,1,4,65,0.044514,0.000124,0.000117,124.152362,48.300000
1964-05-04,full,1,5,65,0.066888,0.000326,0.000285,51.159148,16.788750
1964-05-04,full,2,1,65,0.242510,-0.000502,-0.000455,63.752357,23.178750
1964-05-04,full,2,2,65,0.180684,-0.000058,-0.000133,336.664621,78.662500
1964-05-04,full,2,3,65,0.215318,0.000282,0.000278,278.772559,117.943000
1964-05-04,full,2,4,65,0.241790,0.000434,0.000429,115.133590,35.564130
1964-05-04,full,2,5,64,0.257167,0.000754,0.000717,90.687670,24.599375
1964-05-04,full,3,1,65,0.467490,-0.000893,-0.000782,46.116474,18.703130
1964-05-04,full,3,2,65,0.443999,0.000102,0.000281,290.604264,127.476250
1964-05-04,full,3,3,65,0.464490,0.000565,0.000582,381.539172,58.321250
1964-05-04,full,3,4,65,0.474491,0.000805,0.000806,195.585352,42.910000
1964-05-04,full,3,5,65,0.481682,0.001440,0.001184,58.328526,16.328000
1964-05-04,full,4,1,65,0.677573,-0.001004,-0.000962,67.609446,17.860630
1964-05-04,full,4,2,65,0.667066,0.000604,0.000603,525.497468,202.730000
1964-05-04,full,4,3,65,0.683549,0.000916,0.000918,293.495462,87.761000
1964-05-04,full,4,4,65,0.682249,0.001239,0.001242,169.920738,40.154380
1964-05-04,full,4,5,64,0.698056,0.002297,0.002052,86.933138,26.776875
1964-05-04,full,5,1,65,0.829971,-0.000542,0.000162,294.411100,39.861000
1964-05-04,full,5,2,65,0.834640,0.001085,0.001077,1731.725931,181.028380
1964-05-04,full,5,3,65,0.858341,0.001485,0.001499,916.181900,210.525000
1964-05-04,full,5,4,65,0.869445,0.002037,0.001998,184.680057,61.352630
1964-05-04,full,5,5,64,0.870657,0.003480,0.003238,137.719840,43.707940
1964-06-03,full,1,1,65,0.062747,-0.000229,-0.000183,116.487836,37.632190
1964-06-03,full,1,2,65,0.011516,-0.000044,-0.000040,272.971637,74.825000
1964-06-03,full,1,3,65,0.013825,0.000048,0.000049,157.064310,48.150750
1964-06-03,full,1,4,65,0.049833,0.000128,0.000125,179.424332,43.333250
1964-06-03,full,1,5,64,0.074764,0.000305,0.000275,58.009164,20.336000
1964-06-03,full,2,1,65,0.252954,-0.000535,-0.000456,60.679875,24.381000
1964-06-03,full,2,2,65,0.210913,-0.000033,-0.000158,275.114358,101.448500
1964-06-03,full,2,3,64,0.230828,0.000324,0.000340,147.104013,54.326690
1964-06-03,full,2,4,65,0.280409,0.000509,0.000500,137.993348,36.423500
1964-06-03,full,2,5,64,0.310078,0.000980,0.000905,50.832918,14.385190
1964-06-03,full,3,1,65,0.514706,-0.000836,-0.000767,64.734922,14.326250
1964-06-03,full,3,2,65,0.483390,0.000341,0.000379,437.324895,133.339500
1964-06-03,full,3,3,65,0.500041,0.000647,0.000637,413.095879,51.703750
1964-06-03,full,3,4,65,0.538071,0.000892,0.000893,150.459782,43.425000
1964-06-03,full,3,5,64,0.540808,0.001630,0.001378,67.721140,20.948065
1964-06-03,full,4,1,65,0.688558,-0.001012,-0.000897,57.493470,17.260750
1964-06-03,full,4,2,65,0.690651,0.000646,0.000650,363.450894,173.530500
1964-06-03,full,4,3,64,0.705348,0.000975,0.000978,449.015768,116.324625
1964-06-03,full,4,4,65,0.709840,0.001276,0.001271,162.505720,42.505750
1964-06-03,full,4,5,64,0.725771,0.002412,0.002120,76.001942,20.770190
1964-06-03,full,5,1,65,0.850173,-0.000898,-0.001009,177.103618,34.565000
1964-06-03,full,5,2,65,0.846978,0.001082,0.001090,1682.675228,288.434000
1964-06-03,full,5,3,64,0.872354,0.001465,0.001447,965.415044,196.495690
1964-06-03,full,5,4,65,0.877897,0.001992,0.001995,206.563417,66.845250
1964-06-03,full,5,5,64,0.887498,0.003333,0.003302,150.263539,49.805000
1964-07-02,full,1,1,65,0.081601,-0.000287,-0.000230,44.297522,19.102500
1964-07-02,full,1,2,65,0.031138,-0.000079,-0.000082,171.554960,44.643630
1964-07-02,full,1,3,65,0.015910,0.000045,0.000049,214.936326,75.030000
1964-07-02,full,1,4,65,0.053921,0.000147,0.000149,191.295993,37.432500
1964-07-02,full,1,5,64,0.092710,0.000377,0.000326,59.584086,23.299750
1964-07-02,full,2,1,65,0.288558,-0.000654,-0.000583,91.010678,17.199000
1964-07-02,full,2,2,65,0.240727,-0.000085,-0.000208,296.475940,117.811130
1964-07-02,full,2,3,64,0.266537,0.000317,0.000316,433.612032,116.581375
1964-07-02,full,2,4,65,0.287812,0.000512,0.000507,117.111270,35.441130
1964-07-02,full,2,5,64,0.337442,0.001084,0.000874,45.916700,14.190000
1964-07-02,full,3,1,65,0.521439,-0.000773,-0.000682,80.345964,29.714630
1964-07-02,full,3,2,65,0.513183,0.000439,0.000441,403.442971,214.889880
1964-07-02,full,3,3,65,0.535890,0.000697,0.000701,423.677466,68.375000
1964-07-02,full,3,4,65,0.538016,0.000907,0.000912,173.256387,40.980630
1964-07-02,full,3,5,64,0.554287,0.001635,0.001411,66.151124,23.581315
1964-07-02,full,4,1,65,0.711877,-0.000986,-0.000933,141.826087,22.816630
1964-07-02,full,4,2,65,0.718511,0.000720,0.000728,285.371084,120.097500
1964-07-02,full,4,3,64,0.719547,0.000987,0.000984,440.536342,104.878000
1964-07-02,full,4,4,65,0.724638,0.001302,0.001321,160.826772,42.990130
1964-07-02,full,4,5,64,0.732255,0.002223,0.002065,98.809560,37.761565
1964-07-02,full,5,1,65,0.859017,-0.000808,-0.001009,102.727830,27.381250
1964-07-02,full,5,2,65,0.862901,0.001167,0.001178,1728.227334,234.585000
1964-07-02,full,5,3,64,0.872165,0.001488,0.001471,1005.508265,202.602125
1964-07-02,full,5,4,65,0.881555,0.002017,0.002025,215.541731,64.822500
1964-07-02,full,5,5,64,0.890397,0.003443,0.003210,141.846701,49.898750
1964-08-03,full,1,1,65,0.096621,-0.000307,-0.000251,70.687651,15.969500
1964-08-03,full,1,2,65,0.036446,-0.000091,-0.000099,137.966873,40.731630
1964-08-03,full,1,3,65,0.009575,0.000037,0.000034,194.892302,37.605750
1964-08-03,full,1,4,65,0.059350,0.000137,0.000129,214.420819,42.205630
1964-08-03,full,1,5,64,0.110935,0.000381,0.000310,100.459002,24.537250
1964-08-03,full,2,1,65,0.309988,-0.000597,-0.000564,84.088905,25.863750
1964-08-03,full,2,2,65,0.258398,-0.000016,0.000150,222.058752,105.672000
1964-08-03,full,2,3,65,0.294135,0.000368,0.000364,472.903622,87.974250
1964-08-03,full,2,4,65,0.318655,0.000589,0.000578,94.579963,28.276310
1964-08-03,full,2,5,64,0.343536,0.001056,0.000935,58.500820,15.244375
1964-08-03,full,3,1,65,0.533057,-0.000999,-0.000884,92.801826,23.698500
1964-08-03,full,3,2,65,0.517163,0.000304,0.000417,367.882280,135.671250
1964-08-03,full,3,3,65,0.543121,0.000648,0.000660,222.236172,88.976130
1964-08-03,full,3,4,65,0.559568,0.000910,0.000905,203.430568,81.360000
1964-08-03,full,3,5,64,0.552646,0.001559,0.001386,91.058015,19.307750
1964-08-03,full,4,1,65,0.733082,-0.000895,-0.001003,158.049795,43.443880
1964-08-03,full,4,2,65,0.712376,0.000780,0.000792,1154.234419,200.736000
1964-08-03,full,4,3,65,0.729723,0.001070,0.001058,350.036930,57.533130
1964-08-03,full,4,4,65,0.737757,0.001376,0.001364,171.436959,59.694380
